class,index,pred
class_1,251,0.4
class_1,252,0.9
class_1,253,1
class_1,254,1
class_1,255,0.8
class_1,256,0.6
class_1,257,1
class_1,258,1
class_1,259,1
class_1,260,1
class_1,261,1
class_1,262,1
class_1,263,0.9
class_1,264,0.7
class_1,265,1
class_1,266,1
class_1,267,1
class_1,268,1
class_1,269,1
class_1,270,0.3
class_1,271,1
class_1,272,0.4
class_1,273,1
class_1,274,1
class_1,275,1
class_1,276,1
class_1,277,1
class_1,278,0.1
class_1,279,0.9
class_1,280,1
class_1,281,1
class_1,282,1
class_1,283,1
class_1,284,1
class_1,285,1
class_1,286,1
class_1,287,1
class_1,288,0.2
class_1,289,0.4
class_1,290,0.4
class_1,291,1
class_1,292,0.8
class_1,293,1
class_1,294,0.5
class_1,295,0.1
class_1,296,1
class_1,297,1
class_1,298,1
class_1,299,1
class_1,300,1
class_1,301,0.6
class_1,302,0.7
class_1,303,0
class_1,304,0.9
class_1,305,0.4
class_1,306,1
class_1,307,0.8
class_1,308,0.2
class_1,309,0.9
class_1,310,1
class_1,311,1
class_1,312,0.9
class_1,313,0.5
class_1,314,0.3
class_1,315,1
class_1,316,0.8
class_1,317,1
class_1,318,1
class_1,319,0.4
class_1,320,0.9
class_1,321,1
class_1,322,1
class_1,323,0.8
class_1,324,1
class_1,325,1
class_1,326,0.4
class_1,327,0.6
class_1,328,0.5
class_1,329,1
class_1,330,0.7
class_1,331,0.9
class_1,332,1
class_1,333,0.9
class_1,334,0.9
class_1,335,1
class_1,336,1
class_1,337,0.7
class_1,338,1
class_1,339,1
class_1,340,0
class_1,341,0.8
class_1,342,1
class_1,343,0.9
class_1,344,0.5
class_1,345,0.9
class_1,346,1
class_1,347,0.6
class_1,348,1
class_1,349,0.7
class_1,350,0
class_1,351,1
class_1,352,1
class_1,353,0.8
class_1,354,0.9
class_1,355,1
class_1,356,0.7
class_1,357,0.6
class_1,358,1
class_1,359,1
class_1,360,0.5
class_1,361,1
class_1,362,0.6
class_1,363,1
class_1,364,0.6
class_1,365,1
class_1,366,0.7
class_1,367,0
class_1,368,0.9
class_1,369,1
class_1,370,1
class_1,371,1
class_1,372,1
class_1,373,1
class_1,374,1
class_1,375,1
class_1,376,0.3
class_1,377,1
class_1,378,1
class_1,379,1
class_1,380,0.3
class_1,381,0.9
class_1,382,0.4
class_1,383,1
class_1,384,1
class_1,385,1
class_1,386,1
class_1,387,0.9
class_1,388,1
class_1,389,1
class_1,390,1
class_1,391,0.3
class_1,392,1
class_1,393,0.1
class_1,394,1
class_1,395,1
class_1,396,1
class_1,397,0.4
class_1,398,1
class_1,399,0.8
class_1,400,1
class_1,401,0.9
class_1,402,0.8
class_1,403,1
class_1,404,1
class_1,405,0.7
class_1,406,0.3
class_1,407,0.9
class_1,408,0.4
class_1,409,0.6
class_1,410,0.9
class_1,411,0.9
class_1,412,0.9
class_1,413,1
class_1,414,1
class_1,415,1
class_1,416,1
class_1,417,0
class_1,418,0.8
class_1,419,0.6
class_1,420,0.6
class_1,421,1
class_1,422,1
class_1,423,1
class_1,424,0.1
class_1,425,1
class_1,426,0.9
class_1,427,1
class_1,428,1
class_1,429,0.7
class_1,430,0.7
class_1,431,0.5
class_1,432,0.5
class_1,433,0.8
class_1,434,1
class_1,435,0.6
class_1,436,1
class_1,437,0.9
class_1,438,1
class_1,439,0.9
class_1,440,0.5
class_1,441,0.5
class_1,442,0.4
class_1,443,0.7
class_1,444,1
class_1,445,0
class_1,446,1
class_1,447,1
class_1,448,1
class_1,449,0.6
class_1,450,0.5
class_1,451,1
class_1,452,0.6
class_1,453,1
class_1,454,1
class_1,455,1
class_1,456,0.3
class_1,457,0.9
class_1,458,1
class_1,459,1
class_1,460,0.4
class_1,461,1
class_1,462,1
class_1,463,1
class_1,464,0.9
class_1,465,1
class_1,466,1
class_1,467,0.6
class_1,468,0.2
class_1,469,1
class_1,470,0.2
class_1,471,1
class_1,472,1
class_1,473,0.6
class_1,474,1
class_1,475,1
class_1,476,0.9
class_1,477,0.9
class_1,478,0.2
class_1,479,0.4
class_1,480,0.6
class_1,481,0.8
class_1,482,1
class_1,483,0.9
class_1,484,0.7
class_1,485,0.7
class_1,486,1
class_1,487,1
class_1,488,1
class_1,489,1
class_1,490,1
class_1,491,1
class_1,492,1
class_1,493,0.1
class_1,494,1
class_1,495,1
class_1,496,1
class_1,497,1
class_1,498,1
class_1,499,1
class_1,500,0.2
class_1,501,1
class_1,502,1
class_1,503,0.7
class_1,504,0.3
class_1,505,1
class_1,506,1
class_1,507,1
class_1,508,0.8
class_1,509,0.1
class_1,510,1
class_1,511,1
class_1,512,1
class_1,513,1
class_1,514,1
class_1,515,1
class_1,516,0.7
class_1,517,0.6
class_1,518,0.9
class_1,519,1
class_1,520,0.7
class_1,521,0.2
class_1,522,0.5
class_1,523,0
class_1,524,0.8
class_1,525,1
class_1,526,0.9
class_1,527,0.2
class_1,528,1
class_1,529,1
class_1,530,0.4
class_1,531,1
class_1,532,0.3
class_1,533,0
class_1,534,1
class_1,535,1
class_1,536,1
class_1,537,1
class_1,538,1
class_1,539,0.4
class_1,540,0.7
class_1,541,1
class_1,542,0.4
class_1,543,1
class_1,544,1
class_1,545,1
class_1,546,0.8
class_1,547,0.2
class_1,548,0
class_1,549,0.8
class_1,550,0.8
class_1,551,1
class_1,552,0.7
class_1,553,0.1
class_1,554,0.7
class_1,555,1
class_1,556,0.8
class_1,557,1
class_1,558,1
class_1,559,0.1
class_1,560,1
class_1,561,0.9
class_1,562,1
class_1,563,0.5
class_1,564,0.7
class_1,565,0.5
class_1,566,0.3
class_1,567,0.9
class_1,568,0.3
class_1,569,0.9
class_1,570,1
class_1,571,1
class_1,572,1
class_1,573,0.6
class_1,574,1
class_1,575,1
class_1,576,0.9
class_1,577,1
class_1,578,0.4
class_1,579,1
class_1,580,0.5
class_1,581,0.4
class_1,582,1
class_1,583,1
class_1,584,0.9
class_1,585,1
class_1,586,0.7
class_1,587,1
class_1,588,1
class_1,589,1
class_1,590,1
class_1,591,1
class_1,592,0.9
class_1,593,1
class_1,594,1
class_1,595,1
class_1,596,0.7
class_1,597,0.9
class_1,598,1
class_1,599,0.7
class_1,600,0.9
class_1,601,1
class_1,602,0
class_1,603,0.9
class_1,604,1
class_1,605,0.6
class_1,606,0.5
class_1,607,1
class_1,608,1
class_1,609,0
class_1,610,1
class_1,611,0.1
class_1,612,1
class_1,613,1
class_1,614,0.7
class_1,615,1
class_1,616,1
class_1,617,1
class_1,618,1
class_1,619,0.1
class_1,620,0.4
class_1,621,0.8
class_1,622,0.4
class_1,623,0.9
class_1,624,0
class_1,625,0.7
class_1,626,0.3
class_1,627,0.8
class_1,628,0.8
class_1,629,1
class_1,630,0.4
class_1,631,0.3
class_1,632,1
class_1,633,1
class_1,634,0.7
class_1,635,0
class_1,636,1
class_1,637,1
class_1,638,0.4
class_1,639,1
class_1,640,0.8
class_1,641,0.5
class_1,642,0.7
class_1,643,1
class_1,644,1
class_1,645,1
class_1,646,0.1
class_1,647,1
class_1,648,0.8
class_1,649,0.9
class_1,650,1
class_1,651,1
class_1,652,1
class_1,653,0.8
class_1,654,1
class_1,655,1
class_1,656,1
class_1,657,1
class_1,658,1
class_1,659,1
class_1,660,0.8
class_1,661,1
class_1,662,1
class_1,663,1
class_1,664,1
class_1,665,1
class_1,666,1
class_1,667,1
class_1,668,0.9
class_1,669,1
class_1,670,1
class_1,671,1
class_1,672,1
class_1,673,0.6
class_1,674,0.9
class_1,675,1
class_1,676,1
class_1,677,0.4
class_1,678,1
class_1,679,1
class_1,680,0.5
class_1,681,0.9
class_1,682,1
class_1,683,1
class_1,684,0.8
class_1,685,1
class_1,686,1
class_1,687,1
class_1,688,0.9
class_1,689,0.5
class_1,690,0.2
class_1,691,0.4
class_1,692,1
class_1,693,1
class_1,694,1
class_1,695,1
class_1,696,1
class_1,697,0.8
class_1,698,0.5
class_1,699,0.8
class_1,700,1
class_1,701,0.9
class_1,702,1
class_1,703,0.6
class_1,704,1
class_1,705,0.7
class_1,706,0.5
class_1,707,1
class_1,708,1
class_1,709,1
class_1,710,1
class_1,711,1
class_1,712,1
class_1,713,1
class_1,714,1
class_1,715,0.2
class_1,716,1
class_1,717,1
class_1,718,1
class_1,719,0
class_1,720,0.2
class_1,721,1
class_1,722,1
class_1,723,0.7
class_1,724,1
class_1,725,0.8
class_1,726,1
class_1,727,1
class_1,728,0.8
class_1,729,0.5
class_1,730,1
class_1,731,0.9
class_1,732,1
class_1,733,0
class_1,734,0
class_1,735,0.6
class_1,736,1
class_1,737,0.7
class_1,738,0.9
class_1,739,1
class_1,740,1
class_1,741,1
class_1,742,0.1
class_1,743,0.8
class_1,744,0.9
class_1,745,0.9
class_1,746,0.8
class_1,747,0.7
class_1,748,1
class_1,749,1
class_1,750,1
class_1,751,0
class_1,752,0.9
class_1,753,0.7
class_1,754,1
class_1,755,0.7
class_1,756,0.3
class_1,757,0.7
class_1,758,0.2
class_1,759,1
class_1,760,0.5
class_1,761,0
class_1,762,0.6
class_1,763,0.8
class_1,764,0.6
class_1,765,1
class_1,766,0
class_1,767,1
class_1,768,1
class_1,769,0.6
class_1,770,0.8
class_1,771,0.9
class_1,772,0
class_1,773,0.7
class_1,774,1
class_1,775,1
class_1,776,1
class_1,777,1
class_1,778,1
class_1,779,1
class_1,780,0.9
class_1,781,0.9
class_1,782,1
class_1,783,1
class_1,784,1
class_1,785,0.9
class_1,786,0.6
class_1,787,0.9
class_1,788,0.9
class_1,789,0.9
class_1,790,0.6
class_1,791,0
class_1,792,1
class_1,793,0.9
class_1,794,1
class_1,795,1
class_1,796,0.5
class_1,797,1
class_1,798,0.3
class_1,799,1
class_1,800,0.9
class_1,801,0.9
class_1,802,1
class_1,803,1
class_1,804,0.7
class_1,805,0.9
class_1,806,1
class_1,807,0.8
class_1,808,0.6
class_1,809,0.7
class_1,810,1
class_1,811,0.7
class_1,812,0.8
class_1,813,1
class_1,814,1
class_1,815,1
class_1,816,0.5
class_1,817,0.9
class_1,818,1
class_1,819,1
class_1,820,0.7
class_1,821,0.3
class_1,822,1
class_1,823,1
class_1,824,1
class_1,825,0.5
class_1,826,1
class_1,827,0.6
class_1,828,0.3
class_1,829,1
class_1,830,0.5
class_1,831,0.9
class_1,832,0.3
class_1,833,0.9
class_1,834,0.9
class_1,835,0.9
class_1,836,0.7
class_1,837,0.8
class_1,838,0.2
class_1,839,1
class_1,840,0.8
class_1,841,1
class_1,842,1
class_1,843,0.3
class_1,844,0.7
class_1,845,0.4
class_1,846,1
class_1,847,1
class_1,848,0.8
class_1,849,1
class_1,850,1
class_1,851,1
class_1,852,1
class_1,853,1
class_1,854,1
class_1,855,0.5
class_1,856,1
class_1,857,0.9
class_1,858,1
class_1,859,0.9
class_1,860,0.9
class_1,861,1
class_1,862,1
class_1,863,0.8
class_1,864,0.6
class_1,865,1
class_1,866,1
class_1,867,0.8
class_1,868,1
class_1,869,1
class_1,870,1
class_1,871,1
class_1,872,0.5
class_1,873,1
class_1,874,0.3
class_1,875,1
class_1,876,1
class_1,877,1
class_1,878,1
class_1,879,1
class_1,880,1
class_1,881,1
class_1,882,1
class_1,883,1
class_1,884,0.8
class_1,885,1
class_1,886,1
class_1,887,0.9
class_1,888,0.8
class_1,889,0.3
class_1,890,0.5
class_1,891,0.9
class_1,892,0.4
class_1,893,0.9
class_1,894,0.8
class_1,895,0.9
class_1,896,1
class_1,897,0
class_1,898,0.7
class_1,899,1
class_1,900,0.6
class_1,901,1
class_1,902,0.8
class_1,903,1
class_1,904,1
class_1,905,1
class_1,906,0.3
class_1,907,0.2
class_1,908,0.6
class_1,909,1
class_1,910,0.1
class_1,911,1
class_1,912,1
class_1,913,0.6
class_1,914,1
class_1,915,0.3
class_1,916,0.1
class_1,917,0.3
class_1,918,1
class_1,919,1
class_1,920,1
class_1,921,0.2
class_1,922,1
class_1,923,1
class_1,924,0.9
class_1,925,1
class_1,926,0.9
class_1,927,0
class_1,928,0.2
class_1,929,0.8
class_1,930,0.9
class_1,931,1
class_1,932,1
class_1,933,0.8
class_1,934,0.9
class_1,935,0.8
class_1,936,0.9
class_1,937,0.9
class_1,938,0.7
class_1,939,0.7
class_1,940,0.3
class_1,941,1
class_1,942,1
class_1,943,0
class_1,944,0.2
class_1,945,0.9
class_1,946,0.7
class_1,947,0.6
class_1,948,0.7
class_1,949,0.9
class_1,950,1
class_1,951,1
class_1,952,0.2
class_1,953,0.6
class_1,954,0.3
class_1,955,0.7
class_1,956,1
class_1,957,1
class_1,958,1
class_1,959,1
class_1,960,0.4
class_1,961,1
class_1,962,1
class_1,963,1
class_1,964,0.6
class_1,965,1
class_1,966,1
class_1,967,0.8
class_1,968,0.8
class_1,969,0.4
class_1,970,0.7
class_1,971,0.7
class_1,972,0.2
class_1,973,0.6
class_1,974,0.7
class_1,975,1
class_1,976,0.3
class_1,977,0.8
class_1,978,1
class_1,979,0.3
class_1,980,0.8
class_1,981,1
class_1,982,1
class_1,983,1
class_1,984,0.7
class_1,985,1
class_1,986,0.9
class_1,987,0.7
class_1,988,1
class_1,989,0.3
class_1,990,0.8
class_1,991,0.8
class_1,992,0.9
class_1,993,0.9
class_1,994,1
class_1,995,1
class_1,996,0.4
class_1,997,0.9
class_1,998,1
class_1,999,0.5
class_1,1000,1
class_1,1001,1
class_1,1002,0.2
class_1,1003,0
class_1,1004,1
class_1,1005,0.4
class_1,1006,1
class_1,1007,0.2
class_1,1008,0.7
class_1,1009,1
class_1,1010,1
class_1,1011,1
class_1,1012,0.4
class_1,1013,1
class_1,1014,0.7
class_1,1015,1
class_1,1016,1
class_1,1017,1
class_1,1018,0.9
class_1,1019,0.3
class_1,1020,0.8
class_1,1021,1
class_1,1022,1
class_1,1023,0.4
class_1,1024,0.8
class_1,1025,0
class_1,1026,0
class_1,1027,0.9
class_1,1028,1
class_1,1029,0.9
class_1,1030,1
class_1,1031,0.4
class_1,1032,1
class_1,1033,0.9
class_1,1034,1
class_1,1035,1
class_1,1036,1
class_1,1037,1
class_1,1038,1
class_1,1039,1
class_1,1040,0.2
class_1,1041,1
class_1,1042,0.5
class_1,1043,1
class_1,1044,0.9
class_1,1045,0.1
class_1,1046,1
class_1,1047,0.9
class_1,1048,0.8
class_1,1049,0.7
class_1,1050,1
class_1,1051,0.1
class_1,1052,1
class_1,1053,0.9
class_1,1054,1
class_1,1055,0.6
class_1,1056,1
class_1,1057,1
class_1,1058,0
class_1,1059,0.9
class_1,1060,1
class_1,1061,1
class_1,1062,1
class_1,1063,1
class_1,1064,1
class_1,1065,1
class_1,1066,0.9
class_1,1067,0.2
class_1,1068,1
class_1,1069,1
class_1,1070,1
class_1,1071,0.2
class_1,1072,0.8
class_1,1073,0.9
class_1,1074,0.8
class_1,1075,1
class_1,1076,1
class_1,1077,0.4
class_1,1078,1
class_1,1079,0.8
class_1,1080,1
class_1,1081,1
class_1,1082,1
class_1,1083,0.2
class_1,1084,1
class_1,1085,1
class_1,1086,1
class_1,1087,0.6
class_1,1088,1
class_1,1089,0.8
class_1,1090,1
class_1,1091,0.9
class_1,1092,0.4
class_1,1093,0.8
class_1,1094,1
class_1,1095,1
class_1,1096,0.6
class_1,1097,0.8
class_1,1098,0.1
class_1,1099,1
class_1,1100,0.7
class_1,1101,0.1
class_1,1102,1
class_1,1103,0.7
class_1,1104,1
class_1,1105,1
class_1,1106,0.9
class_1,1107,0.4
class_1,1108,1
class_1,1109,0.6
class_1,1110,0.7
class_1,1111,1
class_1,1112,1
class_1,1113,0.9
class_1,1114,0
class_1,1115,0.1
class_1,1116,0.4
class_1,1117,1
class_1,1118,1
class_1,1119,1
class_1,1120,1
class_1,1121,0.3
class_1,1122,1
class_1,1123,1
class_1,1124,0.9
class_1,1125,0.9
class_1,1126,1
class_1,1127,0.8
class_1,1128,0.6
class_1,1129,1
class_1,1130,1
class_1,1131,1
class_1,1132,1
class_1,1133,0.9
class_1,1134,1
class_1,1135,1
class_1,1136,1
class_1,1137,0.8
class_1,1138,0.5
class_1,1139,0.7
class_1,1140,1
class_1,1141,1
class_1,1142,0.7
class_1,1143,1
class_1,1144,0.9
class_1,1145,1
class_1,1146,0.9
class_1,1147,0.9
class_1,1148,1
class_1,1149,0.3
class_1,1150,0
class_1,1151,1
class_1,1152,1
class_1,1153,1
class_1,1154,1
class_1,1155,1
class_1,1156,1
class_1,1157,0.7
class_1,1158,1
class_1,1159,1
class_1,1160,0.9
class_1,1161,0.9
class_1,1162,0.8
class_1,1163,1
class_1,1164,0.8
class_1,1165,1
class_1,1166,0.6
class_1,1167,1
class_1,1168,0
class_1,1169,1
class_1,1170,1
class_1,1171,1
class_1,1172,1
class_1,1173,1
class_1,1174,0.5
class_1,1175,0.3
class_1,1176,0.6
class_1,1177,0.5
class_1,1178,1
class_1,1179,0.3
class_1,1180,0.9
class_1,1181,1
class_1,1182,0
class_1,1183,1
class_1,1184,1
class_1,1185,0.7
class_1,1186,1
class_1,1187,1
class_1,1188,1
class_1,1189,0.9
class_1,1190,1
class_1,1191,1
class_1,1192,1
class_1,1193,0.4
class_1,1194,1
class_1,1195,0.8
class_1,1196,1
class_1,1197,1
class_1,1198,1
class_1,1199,1
class_1,1200,0.9
class_1,1201,0.9
class_1,1202,0.5
class_1,1203,0.7
class_1,1204,0.9
class_1,1205,0.9
class_1,1206,1
class_1,1207,0
class_1,1208,1
class_1,1209,1
class_1,1210,0.9
class_1,1211,1
class_1,1212,0.1
class_1,1213,1
class_1,1214,1
class_1,1215,0.9
class_1,1216,1
class_1,1217,1
class_1,1218,1
class_1,1219,0.6
class_1,1220,1
class_1,1221,0.4
class_1,1222,0.4
class_1,1223,1
class_1,1224,0
class_1,1225,0.5
class_1,1226,0.6
class_1,1227,0.9
class_1,1228,1
class_1,1229,0.8
class_1,1230,1
class_1,1231,0.8
class_1,1232,0.9
class_1,1233,0.3
class_1,1234,1
class_1,1235,0.8
class_1,1236,0
class_1,1237,0.6
class_1,1238,0.4
class_1,1239,1
class_1,1240,1
class_1,1241,1
class_1,1242,0.5
class_1,1243,1
class_1,1244,1
class_1,1245,1
class_1,1246,0.7
class_1,1247,1
class_1,1248,1
class_1,1249,0.9
class_1,1250,1
class_1,1251,1
class_1,1252,0.8
class_1,1253,0.6
class_1,1254,1
class_1,1255,1
class_1,1256,1
class_1,1257,1
class_1,1258,1
class_1,1259,1
class_1,1260,0.1
class_1,1261,1
class_1,1262,1
class_1,1263,0.8
class_1,1264,0
class_1,1265,1
class_1,1266,0.9
class_1,1267,1
class_1,1268,1
class_1,1269,1
class_1,1270,1
class_1,1271,1
class_1,1272,1
class_1,1273,0.5
class_1,1274,0.1
class_1,1275,0.9
class_1,1276,0.9
class_1,1277,0.9
class_1,1278,0
class_1,1279,0.9
class_1,1280,0.4
class_1,1281,1
class_1,1282,1
class_1,1283,1
class_1,1284,0.9
class_1,1285,0.9
class_1,1286,1
class_1,1287,0.5
class_1,1288,1
class_1,1289,0.8
class_1,1290,1
class_1,1291,0.4
class_1,1292,1
class_1,1293,1
class_1,1294,0.6
class_1,1295,0.6
class_1,1296,1
class_1,1297,0.7
class_1,1298,0.8
class_1,1299,1
class_1,1300,1
class_1,1301,0.3
class_1,1302,0.9
class_1,1303,1
class_1,1304,1
class_1,1305,0.9
class_1,1306,0.9
class_1,1307,0.7
class_1,1308,1
class_1,1309,1
class_1,1310,0.9
class_1,1311,1
class_1,1312,0.2
class_1,1313,1
class_1,1314,1
class_1,1315,1
class_1,1316,0.3
class_1,1317,1
class_1,1318,0.5
class_1,1319,1
class_1,1320,1
class_1,1321,1
class_1,1322,1
class_1,1323,0.8
class_1,1324,0.5
class_1,1325,0.8
class_1,1326,0.7
class_1,1327,0.7
class_1,1328,1
class_1,1329,0.5
class_1,1330,0.9
class_1,1331,0.7
class_1,1332,1
class_1,1333,1
class_1,1334,1
class_1,1335,1
class_1,1336,1
class_1,1337,1
class_1,1338,1
class_1,1339,1
class_1,1340,1
class_1,1341,1
class_1,1342,1
class_1,1343,1
class_1,1344,0.9
class_1,1345,0
class_1,1346,0.4
class_1,1347,1
class_1,1348,1
class_1,1349,1
class_1,1350,1
class_1,1351,0.2
class_1,1352,1
class_1,1353,1
class_1,1354,0.9
class_1,1355,1
class_1,1356,1
class_1,1357,1
class_1,1358,0.2
class_1,1359,0.3
class_1,1360,1
class_1,1361,1
class_1,1362,0.8
class_1,1363,1
class_1,1364,0
class_1,1365,0
class_1,1366,0.9
class_1,1367,1
class_1,1368,1
class_1,1369,0.2
class_1,1370,1
class_1,1371,0.9
class_1,1372,0.8
class_1,1373,0.3
class_1,1374,1
class_1,1375,1
class_1,1376,0.2
class_1,1377,0.7
class_1,1378,0.6
class_1,1379,1
class_1,1380,1
class_1,1381,1
class_1,1382,1
class_1,1383,0.9
class_1,1384,1
class_1,1385,0.7
class_1,1386,1
class_1,1387,0.9
class_1,1388,1
class_1,1389,0.9
class_1,1390,1
class_1,1391,1
class_1,1392,0.1
class_1,1393,0.3
class_1,1394,0.5
class_1,1395,0.7
class_1,1396,0.7
class_1,1397,1
class_1,1398,1
class_1,1399,0.1
class_1,1400,0.9
class_1,1401,0.7
class_1,1402,0.8
class_1,1403,1
class_1,1404,0.5
class_1,1405,0.9
class_1,1406,0.2
class_1,1407,1
class_1,1408,1
class_1,1409,1
class_1,1410,1
class_1,1411,0.9
class_1,1412,0.9
class_1,1413,1
class_1,1414,0.8
class_1,1415,1
class_1,1416,1
class_1,1417,1
class_1,1418,0.5
class_1,1419,0.9
class_1,1420,1
class_1,1421,1
class_1,1422,1
class_1,1423,1
class_1,1424,1
class_1,1425,1
class_1,1426,1
class_1,1427,1
class_1,1428,0.9
class_1,1429,0.7
class_1,1430,1
class_1,1431,0
class_1,1432,1
class_1,1433,1
class_1,1434,0.1
class_1,1435,1
class_1,1436,1
class_1,1437,0.9
class_1,1438,0.6
class_1,1439,0.9
class_1,1440,1
class_1,1441,1
class_1,1442,1
class_1,1443,1
class_1,1444,0.7
class_1,1445,1
class_1,1446,0.6
class_1,1447,0.9
class_1,1448,0.8
class_1,1449,0.2
class_1,1450,1
class_1,1451,0.9
class_1,1452,1
class_1,1453,1
class_1,1454,1
class_1,1455,1
class_1,1456,1
class_1,1457,0.4
class_1,1458,0.8
class_1,1459,0.7
class_1,1460,0.8
class_1,1461,1
class_1,1462,0.5
class_1,1463,0
class_1,1464,1
class_1,1465,1
class_1,1466,0.3
class_1,1467,1
class_1,1468,1
class_1,1469,0.6
class_1,1470,0.6
class_1,1471,0.9
class_1,1472,1
class_1,1473,0.4
class_1,1474,0.4
class_1,1475,0.9
class_1,1476,1
class_1,1477,1
class_1,1478,1
class_1,1479,0.8
class_1,1480,0.9
class_1,1481,0.9
class_1,1482,0.9
class_1,1483,0.8
class_1,1484,0.4
class_1,1485,0.2
class_1,1486,0.2
class_1,1487,1
class_1,1488,0.2
class_1,1489,1
class_1,1490,0.4
class_1,1491,0.7
class_1,1492,1
class_1,1493,0.7
class_1,1494,1
class_1,1495,1
class_1,1496,1
class_1,1497,1
class_1,1498,1
class_1,1499,0.1
class_1,1500,1
class_1,1501,0.7
class_1,1502,1
class_1,1503,1
class_1,1504,1
class_1,1505,0.4
class_1,1506,1
class_1,1507,1
class_1,1508,1
class_1,1509,1
